Date,Joke,Comedian,jokeID
5/25/16,"In an interview last night, Bernie Sanders talked about the chaotic primary season, saying 'democracy is messy.' Which is exactly the kind of comment you'd expect from a guy who always looks like he just rolled down a hill.",Seth Meyers,42515-10
5/25/16,President Obama yesterday hit his highest approval rating since January 2013. It's what college girls have always known - how hot you are depends on who else is at the party.,Seth Meyers,42515-11
5/25/16,"A televangelist who supports Donald Trump is claiming that Trump often displays his deep faith in God by pointing his finger up when gesturing during speeches, though really he's just saying how many of his kids he loves. 'Ivanka.'",Seth Meyers,42515-12
5/25/16,"Something I need to ask Donald Trump about. He said he would be willing to meet with North Korean leader Kim Jong-un, which is crazy, but he doesn't want to meet with Donald Trump. A Spokesman for North Korea dismissed the proposal as, quote, 'propaganda' for Trump's election campaign and said it has no meaning and sincerity. I never thought I'd agree with North Korea.",Jimmy Kimmel,42515-13
5/26/16,"Trump is in town for a fundraising dinner where tickets start at $25,000 a plate. And if you want food on the plate, it's another $30.",Jimmy Kimmel,42516-1
5/26/16,"Trump is fresh off of winning the primary in Washington state last night. When it was all added up, he got 76 percent of the vote. Ted Cruz got 10 percent and Kasich got 9.8 percent, which, somehow, Kasich is doing better since he dropped out than when he was in it.",Jimmy Kimmel,42516-2
5/26/16,Donald Trump is now within 28 delegates of clinching the Republican nomination. He's so close he can smell it like a discontinued Trump steak sizzling on the grill.,Jimmy Kimmel,42516-3
5/26/16,"The Trump campaign is about to launch a secret plan to attack Hillary Clinton over the Whitewater scandal from the '90s, and we know he's going to do this because they accidentally emailed the secret plan to a reporter, which means that, shockingly, Hillary Clinton might be the candidate with the second worst using of email.",Stephen Colbert,42516-4
5/26/16,"Speaking of which, this morning the State Department finally released their report on [Hillary Clinton's] use of a private email server. They found that she did not ask permission, and if she had, the answer would have been 'no,' which is one of the top reasons to not ask permission, by the way. ? And even when you do give Hillary Clinton a clear 'no,' what she hears is, 'Try again in eight years.'",Stephen Colbert,42516-5
5/26/16,"The report did not state whether or not it was illegal, but it criticizes the last five secretaries of state for doing the same thing. So here's the deal. If you thought Hillary Clinton was corrupt, you just had all of your suspicions validated. And if you thought this whole thing was no big deal, you just had all of your suspicions validated.",Stephen Colbert,42516-6
5/26/16,"A new State Department audit has found that Hillary Clinton broke official rules by not turning over her email records quick enough. You know, between Hillary's emails and Trump's Twitter issues, maybe America is ready for a landline president.",Seth Meyers,42516-7
5/26/16,"The State Department criticized Hillary Clinton for disregarding cybersecurity guidelines and exhibiting poor management of computer information. For example, she's only changed her password once in the last seven years.",Seth Meyers,42516-8
5/26/16,"The latest NBC/Wall Street Journal poll has found that Donald Trump and Hillary Clinton have nearly opposite results with rural voters compared to urban voters, with Clinton leading Trump by 25 percent in cities and Trump beating Clinton by 31 percent in places he wouldn't be caught dead.",Seth Meyers,42516-9
5/26/16,"At a rally in California yesterday, Bernie Sanders said that if he winds up being the Democratic nominee, Donald Trump is toast. Incidentally, toast is also what Donald Trump's tanning bed is set to.",Seth Meyers,42516-10
5/26/16,"A new government report reveals that Hillary Clinton ignored the State Department rules about cybersecurity. ... The report states that Hillary's recklessness, arrogance and defiance could get her the Republican presidential nomination.",Conan O'Brien,42516-11
5/26/16,"Chairman of the Republican National Committee Reince Priebus blasted Hillary Clinton on Twitter for using bad judgment. He said, 'I haven't seen judgment this bad since my parents named me Reince Priebus.'",Conan O'Brien,42516-12
5/26/16,"Donald Trump is floating another conspiracy theory, which suggests that Hillary Clinton is a murderer. Today, Bill Clinton said, 'Trust me, if that lady could kill, I would not be alive.'",Conan O'Brien,42516-13
5/27/16,"[Referring to Donald Trump being on his show Wednesday night and Sen. Bernie Sanders being on his show Thursday night] ""The Secret Service had to sweep our building for the second day today. Dogs came in. Everyone had to leave. I've had so many pat-downs this week, one of the Secret Service guys told me to get checked because he felt a lump.""",Jimmy Kimmel,42517-1
5/27/16,"Bernie Sanders needs a big win in the California primary. Right now, he and Hillary Clinton are in a dead heat, which is not great because older people sometimes die in the heat.",Jimmy Kimmel,42517-2
5/27/16,"It would be pretty crazy if [Bernie Sanders] somehow wins this thing. On his first day in office, I imagine - my vision of Bernie Sanders on day one - is him stacking up all of the money on Wall Street and burning it like the Joker in 'The Dark Knight'.",Jimmy Kimmel,42517-3
5/27/16,"The Department of Defense is using computers from the '70s for the system they use to authenticate the launch of nuclear weapons. If anything went wrong, we'd have to call in Matthew Broderick. And if he's in the middle of a Broadway show, who knows how long it will take? So this could explain why Hillary Clinton set up her own email server.",Jimmy Kimmel,42517-4
5/27/16,"Today, Donald Trump received his 1,237th delegate, clinching the Republican nomination. And saying that just clenched a few sphincters.",Stephen Colbert,42517-5
5/27/16,"A year ago, it seemed impossible. But it just goes to show, if you put your mind to something and work really hard - you'll still probably lose to Donald Trump.",Stephen Colbert,42517-6
5/27/16,"Hillary Clinton has said she absolutely will not be debating Bernie Sanders anymore. So, today Trump announced that he will debate Bernie Sanders. That's right. Two angry New Yorkers shouting at each other. It'll be like the whole country is trapped in a subway car.",Stephen Colbert,42517-7
5/27/16,"Immediately after Trump offered to debate him, Bernie responded by tweeting, 'Game on.' Sounds like he's accepting, but he is an old guy, so he might have just been trying to tell the computer to open solitaire.",Stephen Colbert,42517-8
5/27/16,"After Hillary Clinton declined to debate Bernie Sanders this month, there's now talk that Bernie might debate Donald Trump. No word on what the debate will be on, but I'm guessing mute.",Jimmy Fallon,42517-9
5/27/16,"At a campaign stop in New Mexico yesterday, Bill Clinton argued with a Bernie Sanders supporter for 30 minutes about issues from the '90s. It got heated, especially when Bill tried to claim that 'Step By Step' was better than 'Family Matters.'",Jimmy Fallon,42517-10
5/27/16,"I read that Donald Trump's campaign accidentally sent a reporter an email with details about how Trump was going to attack Hillary Clinton. Or as Trump put it, 'Wow, another Hillary email scandal. Sad. I wouldn't want to be in her shoes.'",Jimmy Fallon,42517-11
5/27/16,"A new survey asked Americans which candidate they'd want to sit next to on a plane, and 37 percent chose Donald Trump. Meanwhile, the other 63 percent missed their flight waiting in the TSA line.",Jimmy Fallon,42517-12
5/27/16,"They asked people which candidate they'd want to sit next to on a plane. Donald Trump was the number one choice. When Trump heard that, he was like, 'What does sit next to someone on a plane mean? Did their private jet break, or something?'",Jimmy Fallon,42517-13
5/27/16,"Bernie Sanders asked why people didn't want to sit next with him, and they said, 'Well, we don't want to be in coach.'",Jimmy Fallon,42517-14
5/27/16,"It's being reported that the Obama family is planning to move into a nine-bedroom mansion in Washington, DC, after the President leaves office. ... I guess he wants to be close enough to drive by the White House every morning and shout, 'Sucks, doesn't it?'",Jimmy Fallon,42517-15
5/27/16,"Donald Trump today officially clinched the Republican nomination, which means he's one step closer to moving into the smallest house he's ever lived in.",Seth Meyers,42517-16
5/27/16,"The State Department yesterday released a report harshly criticizing Hillary Clinton's use of a private email server, which critics say speaks directly to a perception that Clinton is not forthright or transparent. Said Hillary, 'But I am transparent. Go ahead, ask me anything that's been cleared by my team of consultants and campaign managers.'",Seth Meyers,42517-17
5/27/16,"President Obama today spoke at the G7 summit in Japan. Said Bernie Sanders, 'G7?! Bingo!'",Seth Meyers,42517-18
5/27/16,"'USA Today' has put out a power rankings list of likely running mates for Donald Trump, with Tennessee Sen. Bob Corker, former speaker Newt Gingrich, and Iowa Sen. Joni Ernst taking the top spots. 'Maybe the rest of the article is on another page,' said Chris Christie.",Seth Meyers,42517-19
6/1/16,"Donald Trump got a big endorsement from the North Korean state media. They praised him for being a, quote, 'wise politician' and said Hillary Clinton is dull. So, that's a nice feather in his cap. Of course, North Korea endorsed Donald Trump. They want at least one other country to have a leader with a worse haircut than theirs. ",Jimmy Kimmel,42522-1
6/3/16,"Things are heating up between Hillary Clinton and Donald Trump. ? She made a speech in San Diego calling Trump 'temperamentally unfit' for office. She said his policies are 'dangerously incoherent.' ? He fired back with a storm of angry tweets. Here are some of them. 'Crooked Hillary Clinton, who I would love to call Lying Hillary, is getting ready to misrepresent any foreign policy positions. Crooked Hillary no longer has credibility - too much failure in office. People will not allow another four years of incompetence. Bad performance by Crooked Hillary Clinton. Reading poorly from the teleprompter. She doesn't even look presidential.' It is going to be so much fun when they debate each other. It's going to be like a paternity episode of the 'Maury Povich Show.' ",Jimmy Kimmel,42524-1
6/3/16,"According to a new article from 'USA Today,' Donald Trump has been involved in a minimum of 3,500 lawsuits over the past 30 years, which is far more than any presidential candidate ever. It might be more than any lawyer ever, actually. I did the math - 3,500 lawsuits over 30 years comes to about one lawsuit every three days, and that's just from ex-wives.",Jimmy Kimmel,42524-2
6/3/16,"Trump, of course, has a positive spin for this, too. He says, 'Wow, USA Today did today's cover story on my record in lawsuits. Verdict:450 wins, 38 losses. Isn't that what you want for your president?' Maybe we could have a president who isn't suing people all of the time.",Jimmy Kimmel,42524-3
6/3/16,"He filed 1,900 of these lawsuits himself, which, on one hand, seems like an abuse of the legal system. On the other hand, unlike his clothing line, it is nice to see some Trump suits are made in the United States of America.",Jimmy Kimmel,42524-4
6/7/16,"[Referring to the Stanley Cup Championship Series] ""I saw that before tonight's game, members of Metallica performed 'The Star Spangled Banner.' Hockey and Metallica. Even Donald Trump was like, 'That's too white.'""",Jimmy Fallon,42528-1
6/7/16,"Bernie Sanders campaigned in California yesterday ahead of the state's Democratic primary, and even checked out the famous carousel at the Santa Monica Pier. It got a little awkward when the music stopped and Bernie still wouldn't admit that the ride was over.",Jimmy Fallon,42528-2
6/7/16,"Yesterday was the primary in Puerto Rico. And I read that some lines to vote were over two hours long. Many people just decided to leave. I think the Founding Fathers put it best when they said, 'Give me liberty or give me death, but I ain't waiting for two hours.'",Jimmy Fallon,42528-3
6/7/16,"After weeks of hesitation, House Speaker Paul Ryan finally endorsed Donald Trump for president on Thursday. When asked what influenced his decision, Ryan said, 'Xanax.'",Jimmy Fallon,42528-4
6/7/16,"Trump created even more controversy recently by claiming the judge presiding over his Trump University lawsuit is biased, and said he should be disqualified because of his Mexican heritage. When asked if his attacks would hurt his standing with Hispanic voters, Trump was like, 'Good point, Hispanics should be disqualified from voting, too.'",Jimmy Fallon,42528-5
6/7/16,"That's right, Trump claims that a judge of Mexican descent is biased against him. And he even went on to say a Muslim would treat him unfairly as well. Trump said the only fair way to judge anyone is to hold a swimsuit contest.",Jimmy Fallon,42528-6
6/7/16,"According to a new poll, a majority of Americans say they would not sleep with Donald Trump for $1 million. Well, of course - nobody sleeps with him for $1 million.",Seth Meyers,42528-7
6/7/16,"Donald Trump is continuing to draw criticism for his claims that Judge Gonzalo Curiel's Mexican heritage makes him unfit to preside over a lawsuit against Trump University, despite the fact that Curiel was born and raised in Indiana. And when Trump found that out, he said, 'Oh, no - he's an Indian, too?'",Seth Meyers,42528-8
6/7/16,"In an interview on Friday, CNN's Jake tapper asked Donald Trump the same question 23 times after feeling he was continually dodging it. The question was, 'What are your sons' names?'",Seth Meyers,42528-9
6/7/16,"Donald Trump is also attracting criticism after he singled out a black supporter at a rally on Friday and told the crowd, 'Look at my African-American,' which is clearly racist, but also, you should know his name by now.",Seth Meyers,42528-10
6/7/16,"Michelle Obama on Friday gave her final college commencement address as first lady to graduates of the City College of New York. Her advice to female graduates, 'Go ahead and marry that stoner you met in college. It could work out.'",Seth Meyers,42528-11
6/7/16,"Hillary Clinton won this weekend's Puerto Rico Democratic primary, meaning Bernie got his hair done for nothing.",Seth Meyers,42528-12
6/7/16,"While campaigning in California ahead of tomorrow's primary, Bernie Sanders yesterday stopped at a Los Angeles bar popular among the LGBT community. Said Sanders, 'No! I said I wanted a BLT!'",Seth Meyers,42528-13
6/7/16,"So there's been a lot of talk about Trump and lawsuits recently. Even Trump tweeted this on Thursday, 'Wow, 'USA Today' did today's cover story on my record in lawsuits. Verdict, 450 wins, 38 losses. Isn't that what you want for your President?' I got to be honest, I don't know if I do want a president with 488 lawsuits, because that's the number sticking in my head, not your win/loss record. If someone said, 'I've been on Maury Povich 55 times, but I've only been the father twice...,' I wonder about the 55.",Seth Meyers,42528-14
6/7/16,"Tomorrow is the California primary. Analysts say it's make-or-break for Bernie Sanders. Make-or-break for Bernie Sanders. That's right, either Bernie wins and he keeps going, or he loses and he keeps going.",Conan O'Brien,42528-15
6/7/16,"[Donald Trump] is presently being sued over his fake college, Trump University. His mascot is so offensive, we can't even show it. It's just two orange balls. Because, folks, he's got a swingin' pair of 'em.",Stephen Colbert,42528-16
6/7/16,"[Referring to Donald Trump's charge that the judge overseeing a suit against Trump University is biased due to being of Mexican heritage] ""Trump's point is, he cannot be judged by a member of any group he's offended. So that means no Mexican judges, no Muslim judges, no Asian judges, no women judges, unless she's a '10.' Trump's insulted the Pope, so no Catholic judges. He called everyone in Iowa 'stupid,' so no judges that eat corn. You know what? Maybe Trump might be more comfortable if he couldn't tell the judge's race or gender. Maybe cover the judge up in an unbiased robe. Make it white. Maybe with a matching hood. That seems right.""",Stephen Colbert,42528-17
6/8/16,It's being reported that Hillary Clinton now has enough delegates to secure the Democratic nomination. Hillary was so excited when she found out she asked her staff to schedule 15 seconds of smiling.,Jimmy Fallon,42529-1
6/8/16,"That's right, Hillary Clinton has apparently earned enough delegates to clinch the nomination. Hillary told her assistant to break out the champagne. And he said, 'Actually, you drank it all when Trump secured his nomination. Do you remember that?'",Jimmy Fallon,42529-2
6/8/16,"Of course, Hillary had to reach the threshold of 2,383 delegates to become the presumptive nominee. Hillary hasn't been this excited about a threshold since the one she carried Bill over on their wedding night.",Jimmy Fallon,42529-3
6/8/16,"Today, a lot of Republicans are turning on Donald Trump over his remarks about a Hispanic judge. ... House Speaker Paul Ryan described Donald Trump's remarks about a Hispanic judge as 'a textbook definition of racism.' When they heard this, Trump supporters said, 'You lost us at textbook.'",Conan O'Brien,42529-4
6/8/16,"Today, presidential primaries are being held in California, Montana, New Jersey, New Mexico, North Dakota and South Dakota. Or as it's being reported in the media, 'California.'",Conan O'Brien,42529-5
6/8/16,"Some good news for Hillary Clinton. ... Yesterday, 'Forbes' magazine named Hillary Clinton the world's second most powerful woman. And number one? The lady who tried on the Chewbacca mask.",Conan O'Brien,42529-6
6/8/16,"Congresswoman Nancy Pelosi said it would be great if Hillary Clinton picked a female running mate. She said it during a speech entitled, 'Hint, hint.'",Conan O'Brien,42529-7
6/8/16,"'The Associated Press' reported yesterday that Hillary Clinton is now the presumptive Democratic presidential nominee, making her the first woman to be nominated for president by a major US party. And today, President Obama marked the occasion by saying, 'Not yet, Hillary.'",Seth Meyers,42529-8
6/8/16,"Hillary Clinton shot down the AP report calling her the Democratic nominee and said while she is flattered, she needed to focus on today's races. Really? That's like if you got love notes from a girl in your class for all four years of high school and then you ask her to senior prom and she goes, 'Well, what day is prom?'",Seth Meyers,42529-9
6/8/16,"According to a new report, several million bees have gone missing this year in California. So maybe Bernie does have one more trick up his sleeve. 'Attack, bees!' Bernie's bees.",Seth Meyers,42529-10
6/8/16,"And finally, President Obama yesterday called the Denver Broncos one of the greatest defenses of all time. 'Wow, thanks,' said the Army.",Seth Meyers,42529-11
6/8/16,"Last night, every major news outlet declared that Hillary Clinton had clinched the nomination, making her the first woman in US history to become a major party candidate for president. It sends a powerful message to all women that if you just work hard, someday you, too, can be vilified as an unlikable, Machiavellian crone.",Stephen Colbert,42529-12
6/8/16,"So, it looks like the general election will come down to Hillary Clinton versus Donald Trump. Which is fitting, really, since she'll be the first, you know, female nominee of her party, and he'll be his party's last nominee.",Stephen Colbert,42529-13
6/8/16,"The Clinton folks aren't happy about the media jumping the gun on her clinching it. She wanted to announce that at her victory rally tonight. So when she does announce, everyone please act like you didn't see this coming, okay.",Stephen Colbert,42529-14
6/8/16,"On the eve of Hillary's historic achievement, a vintage recording has surfaced of her 1969 commencement speech to her fellow graduates at Wellesley College. Her classmates that year voted and chose Clinton to give the speech, although Bernie Sanders insists, 'This isn't over. I still have a path to giving that speech. I'm building a time machine, and I promise there will be a contested commencement.'",Stephen Colbert,42529-15
6/9/16,You know who could really use some ghost busters right now? Hillary Clinton. She's still being haunted by a spooky old ghost named Bernie.,Jimmy Kimmel,42530-1
6/9/16,"Hillary won four states yesterday. She clenched the party nomination. She's the first female nominee for a major party ever, which is historic. She now has a chance to become the second most powerful woman in the world, just behind Beyonc?.",Jimmy Kimmel,42530-2
6/9/16,"But even though Hillary has more votes, she's got more delegates, she's got more superdelegates, she won more states, Bernie Sanders still isn't giving up. He says he will continue to fight. He's like one of those old Japanese guys on an island who thinks the war is still going on.",Jimmy Kimmel,42530-3
6/9/16,"He says he's taking this to the Democratic convention in Philadelphia. He'll take it to the campaign in November, maybe even December if he has to, and I don't blame him. I mean, seriously. He's a 74-year-old man. Six months ago nobody cared. Now he gets worshiped like a prophet everywhere he goes. What do you think he's going to do? Go back to Vermont? No. He's staying in this race until he drops dead.",Jimmy Kimmel,42530-4
6/9/16,"The Clinton campaign celebrated her historic achievement in a manner befitting its gravity with this tweet, 'Thanks to you, we made history tonight. Celebrate with a free magnet!' Yes, a big, round magnet, perfect to decorate your car bumper, or maybe even erase your emails.",Stephen Colbert,42530-5
6/9/16,"So Bernie's not looking good, but Bernie still stands. It reminds me of that movie. What was it called? It was about an older man who's dead but no one can tell because he's propped up by enthusiastic young people. It's 'Weekend at [Bernie's].'",Stephen Colbert,42530-6
6/9/16,"Of course, like all nights, last night was also a big one for Donald Trump, who destroyed his competition in every state where he had no competition.",Stephen Colbert,42530-7
6/9/16,"And last night, [Trump] shocked the world when he gave his victory speech using a teleprompter. A teleprompter. This from a guy who got this far by shouting whatever comes into his head. Trump using a teleprompter is like the Flash calling an Uber, Aquaman taking a ferry, or Bernie Sanders using a comb.",Stephen Colbert,42530-8
6/9/16,"The big story is that last night Hillary Clinton earned enough delegates to be the Democratic nominee, making her the first woman to secure a major party's nomination. She gave a moving speech afterwards and told the crowd, 'Tonight belongs to all of you.' Then Bernie Sanders was like, 'Oh, so now she's a socialist.'",Jimmy Fallon,42530-9
6/9/16,"Bernie Sanders has still not conceded the race, and said there's actually a chance he could end up being the nominee. Unfortunately for Bernie, that chance involves a DeLorean and a flux capacitor.",Jimmy Fallon,42530-10
6/9/16,"Over on the Republican side, Donald Trump gave a big speech last night where he said that he understands the responsibility of carrying the Republican mantle and said that he will never, ever let you down. Then he was like, 'Starting now.'",Jimmy Fallon,42530-11
6/9/16,"Meanwhile, some senior aides working with Donald Trump told NBC News that his campaign is actually severely understaffed and very disorganized. Even crazier, most of Trump's speeches are written by throwing poetry magnets at a fridge.",Jimmy Fallon,42530-12
6/9/16,"Hillary Clinton and Donald Trump have both clinched the nomination for their respective parties, which means we could be looking at our first female president or our last president.",Seth Meyers,42530-13
6/9/16,"Hillary Clinton told supporters last night that her status as the Democratic nominee is thanks to the generations who struggled and sacrificed before her. 'You're welcome,' said Bernie Sanders.",Seth Meyers,42530-14
6/9/16,"Despite Hillary Clinton clinching the Democratic nomination, Bernie Sanders vowed to stay in the race and told supporters in Los Angeles that the struggle continues. The struggle to understand math?",Seth Meyers,42530-15
6/9/16,"In a prepared speech last night, Donald Trump told supporters he is going to take care of our African-American people. Though, I don't think he should have added 'once and for all.'",Seth Meyers,42530-16
6/9/16,"When asked in a new interview if he thinks Donald Trump is racist, House Speaker Paul Ryan told reporters, 'I don't know what's in Trump's heart.' Well, if I had to guess, I'd say cholesterol and racism.",Seth Meyers,42530-17
6/9/16,"Hillary Clinton now looks like she's going to be going head-to-head with Donald Trump. ? In the general election, Donald Trump plans on painting Hillary Clinton as money-grubbing and unethical. ... Meanwhile, Hillary Clinton plans on painting Donald Trump as Donald Trump.",Conan O'Brien,42530-18
6/9/16,Bernie Sanders is vowing to stay in the race until the Democratic convention. ... He says he owes it to all his supporters who need something to do until Burning Man.,Conan O'Brien,42530-19
6/9/16,"Bernie Sanders is planning on cutting half of his campaign staff. Bernie said, 'I'm saving money by only keeping the most delusional.'",Conan O'Brien,42530-20
6/10/16,"Referring to Hillary Clinton and Donald Trump now being their respective parties' presumptive nominees] ""So now the big question is, who will they pick as their running mates? A lot of people want Hillary to pick Elizabeth Warren. ... And Warren is already out there attacking Donald Trump. Just today she told a crowd, 'Donald Trump is a loud, nasty, thin-skinned fraud.' That is just wrong. There's no way that stuff covering his face is skin. Meanwhile, Trump says that he's narrowed his list of candidates down to four or five. Though, if it's a woman, she'll definitely be a ten.""",Stephen Colbert,42531-1
6/10/16,"Bernie Sanders has refused to drop out. And today he had a private meeting in the White House with President Obama, which was fitting since they're both beloved political figures who are just a few months away from not being president.",Stephen Colbert,42531-2
6/10/16,"Nobody knows what will what happened in there, although, I assume, Obama did something to convince Bernie to drop out of the race. 'All right, Bernie, you can sit behind the desk, take a selfie, and now get out.'",Stephen Colbert,42531-3
6/10/16,"After meeting with the President and checking under the White House doormat for a spare key, Bernie told reporters that he's willing to work with Hillary Clinton to fight a common enemy. They will work together. He will be right there with her the whole time, at every debate, standing in the wings, mouthing along with all her lines.",Stephen Colbert,42531-4
6/10/16,"After the endorsement, Trump tweeted, 'Obama just endorsed crooked Hillary. He wants four more years of Obama - but nobody else does!' Then Hillary immediately responded, 'Delete your account.' That's pretty strong! I tell ya, if he needs help deleting computer records, she knows a guy.",Stephen Colbert,42531-5
6/10/16,"But Bernie's showing no signs of ending his campaign. With only one primary left to go, Bernie has changed his slogan from - and this is true - 'Feel the Bern' to 'The Struggle Continues.' It's a great slogan. Clearly, he got it from a high-priced political consultant or read it off a can of prunes.",Stephen Colbert,42531-6
6/10/16,"[Referring to Trump's speech in which he reached out to Sanders' supporters] ""Yeah, Bernie supporters, Donald Trump welcomes you with open arms. If you can't have what you want, how about the exact opposite? It's like when they're all out of chocolate ice cream, so instead you get someone to call you fat and deport your family.""",Stephen Colbert,42531-7
6/10/16,"Of course, it's stressful being President and not everyone's always happy with you. In fact, many members of Congress have stated they've felt [President Obama] had been aloof or distant with them, and complained that he didn't spend enough time with them. Here's my question:If you're best friends with Jay Z and Beyonc?, would you waste time hanging out with members of Congress?",Jimmy Fallon,42531-8
6/10/16,"Actually, the President, he has a lot going on as he wraps up his term in office, including the construction of his official presidential library, which will be built in Chicago. It will be a place devoted entirely to Obama and his achievements, or as that's also known, 'MSNBC.'",Jimmy Fallon,42531-9
6/10/16,"Actually, so much has happened during President Obama's Administration. Obamacare was passed. Same-sex marriage was legalized. He worked with 11 other countries to sign the historic Trans-Pacific Partnership. Whereas Donald Trump just walked around Epcot and insulted every country.",Jimmy Fallon,42531-10
6/10/16,"The co-founder of Home Depot recently announced that he is supporting Donald Trump. He wasn't planning to, but when your colors are orange and white, you kind of have to go with Donald.",Jimmy Fallon,42531-11
6/10/16,"President Obama formally endorsed Hillary Clinton for president earlier this afternoon. That's right, President Obama tried to set us up with his ex.",Seth Meyers,42531-12
6/10/16,"Bernie Sanders met with President Obama at the White House today to discuss the status of the Democratic race. Though I'm not sure Bernie is getting the hint, because he arrived at the meeting in a U-Haul.",Seth Meyers,42531-13
6/10/16,"Bernie Sanders met with President Obama today to discuss the status of the Democratic race, and afterwards, Obama drove him out to the country and opened the car door. 'Go on now. You're free!'",Seth Meyers,42531-14
6/10/16,"Experts are saying that President Obama's meeting with Bernie Sanders this morning may help the chance of unity within the Democratic Party, because Obama and Sanders have both campaigned against Hillary Clinton. Poor Hillary. Obama and Sanders meeting is like when two of your exes go get brunch. You want to believe they're gonna discuss life and work and current events, but in your heart you know they're just going to drink mimosas and talk [crap].",Seth Meyers,42531-15
6/10/16,"Donald Trump's campaign staff is reportedly worried that Trump will suddenly announce his vice presidential pick online without consulting with his advisers. Said Trump, 'Well, it's not like I can just call him.'",Seth Meyers,42531-16
6/13/16,"Hillary Clinton got a huge boost for her campaign...when President Obama released a video message endorsing her for President. He said he reached the decision entirely on his own, but the video was filmed in Hillary's basement and began with Obama holding up that day's newspaper. ",Jimmy Fallon,42534-1
6/13/16,The video of Obama endorsing Hillary already has thousands of views online. Seventeen if you don't count Hillary.,Jimmy Fallon,42534-2
6/13/16,Obama actually endorsed Hillary just hours after he met with Bernie Sanders at the White House. We should have known Bernie was in trouble when he left the White House without a rose.,Jimmy Fallon,42534-3
6/13/16,"Now that Hillary is the presumptive nominee, many Democrats are pressuring her to pick a female running mate for an all-female ticket. Hillary was like, 'Well, yeah, let's see how this all-female Ghostbusters"" does first.'""",Jimmy Fallon,42534-4
6/13/16,"Over on the Republican side, I read Donald Trump is not expected to meet his fundraising goal of one billion dollars. Unless, of course, he just finds it in his pants after doing laundry.",Jimmy Fallon,42534-5
6/13/16,"I saw that Governor John Kasich just signed a law that would make medical marijuana legal in Ohio, and it will take effect in 90 days. There's a welcome relief against Ohio's glaucoma outbreak, which will also take effect in 90 days.",Jimmy Fallon,42534-6
6/13/16,"Some news out of England. Pub hours are being extended over there this weekend to celebrate Queen Elizabeth's 90th birthday. So if you're someone who needs to get drunk on the Queen's 90th birthday, hang in there, Prince Charles.",Jimmy Fallon,42534-7
6/15/16,"I saw that Donald Trump celebrated his 70th birthday today. I guess instead of blowing out his candles, he just insulted them until they put themselves out. ",Jimmy Fallon,42536-1
6/15/16,"Actually, since it's Donald Trump's birthday, we thought it would be nice to go over some of his greatest accomplishments up until now. First in 1946, Donald Trump was born. In 1949, used blocks to build wall. Made nanny pay for it.",Jimmy Fallon,42536-2
6/15/16,"President Obama gave a speech this afternoon in which he angrily called out Republicans for being too obsessed with his refusal to use the term 'radical Islam.' Or as Fox News reported it, angry black man spotted talking about radical Islam near capitol building.",Seth Meyers,42536-3
6/15/16,A new poll found that Donald Trump's lead among men and white voters shrunk recently. He's going to have to make up the difference with women and minorities.,Seth Meyers,42536-4
6/15/16,Happy birthday to Donald Trump who turns 70 years old today. And this is cool. So did his views on immigration.,Seth Meyers,42536-5
6/15/16,"Today was Donald Trump's 70th birthday which means that his Facebook wall was full of birthday wishes from friends and family...Bernie posted, 'How am I only four years older than you?'",Seth Meyers,42536-6
6/15/16,"Hillary Clinton and Bernie Sanders met privately this evening. So privately, even Bernie didn't know.",Seth Meyers,42536-7
6/15/16,"In a speech, Donald Trump said thousands of people in the US are 'sick with hate.' Then Trump said, 'I'd like to thank them for their support.'",Conan O'Brien,42536-8
6/15/16,"Donald Trump has called for a ban on all immigration to the United States. All immigration to the United States. Of course, Trump said the ban would be lifted if he ever needs a new wife.",Conan O'Brien,42536-9
6/15/16,Bernie Sanders is set to meet with Hillary Clinton this evening. Bernie said the meeting will give Hillary one last opportunity to bow out gracefully.,Conan O'Brien,42536-10
6/15/16,"According to a new report, Donald Trump uses Chris Christie as a manservant to fetch his McDonald's. I just want to address Chris Christie directly for one second. Listen, Chris You might think fetching Mickey D's for Trump is a good idea. You prove you're loyal, then when Trump is elected, he'll make you ambassador to McDonald but you deserve better. Remember, Chris, there are people out there who love you. Not in New Jersey, but somewhere, surely.",Stephen Colbert,42536-11
6/16/16,You know who could use Ghostbusters right now? Hillary Clinton. She's still being haunted by a spooky ghost named Bernie.,Jimmy Kimmel,42537-1
6/16/16,"I'm going to tell you something, the system is rigged against me. By the superdelegates and the fat cats and the one percent and the Kardashians. They're all in this, it's a conspiracy. They don't want me to be your Vice President. They want me to go away and curl up in a ball and roll down a hill into a field to be kicked by men who don't speak English playing soccer. But guess what, when November comes, we'll see who's laughing when I'm smoking cigarettes and doing loops over the White House in Air Force Two.",Jimmy Kimmel,42537-2
6/16/16,"Last night, the last primary was held in Washington, DC. The primaries being over reminds me what my brother used to say when I was a kid, 'Ah, I'm going to keep punching you in the face but it will feel so good when it's over.'",Stephen Colbert,42537-3
6/16/16,"Last night, Hillary Clinton beat Bernie Sanders by 57 points. Turns out running as a Washington insider really helps when you're running inside Washington.",Stephen Colbert,42537-4
6/16/16,"[On the Russian DNC hack] Hey, maybe the Russians know where Hillary's emails are.",Stephen Colbert,42537-5
6/16/16,"While they were in the DNC cyber matrix?the Russians apparently stole opposition research on Donald Trump. Russia, what are you doing? If you want damaging information about Donald Trump, just wait for him to talk.",Stephen Colbert,42537-6
